1.00000000	0.00000000
0.99318636	0.00384055
0.98078831	0.01056468
0.96393595	0.01968723
0.94228080	0.03071542
0.91623289	0.04408441
0.88583437	0.05917438
0.85148163	0.07589195
0.81341903	0.09367029
0.77194139	0.11194797
0.72735574	0.13014479
0.68033749	0.14858512
0.63103128	0.16623903
0.57997670	0.18292629
0.52758333	0.19798687
0.47437022	0.21099673
0.42069030	0.22091853
0.36702840	0.22717270
0.31385022	0.22763426
0.26233213	0.22034307
0.21373018	0.20724739
0.16897255	0.18961307
0.12877692	0.16861102
0.09344809	0.14585443
0.06362092	0.12188317
0.03994981	0.09739776
0.02180493	0.07185635
0.00962997	0.04597539
0.00306368	0.02439695
0.00050507	0.00915441
0.00000000	-0.00000000
0.00032367	-0.00824477
0.00270799	-0.02034526
0.01024134	-0.03528545
0.02714704	-0.04686066
0.05091256	-0.05759559
0.08014692	-0.06407570
0.11399344	-0.06854404
0.15184058	-0.07007498
0.19310978	-0.06926661
0.23727857	-0.06668714
0.28386388	-0.06259660
0.33226880	-0.05577961
0.38193737	-0.04762213
0.43238078	-0.03888881
0.48313028	-0.03005569
0.53377634	-0.02163674
0.58378966	-0.01330148
0.63288186	-0.00606993
0.68054025	0.00037743
0.72636492	0.00565135
0.76997269	0.00928447
0.81093157	0.01128163
0.84886244	0.01199818
0.88333526	0.01160495
0.91398201	0.01010101
0.94048472	0.00729950
0.96253802	0.00480714
0.97986286	0.00226079
0.99236601	0.00068512
1.00000000	0.00000000
